query_index,query,level_no,parent_level,node_type,parallel_aware,startup_cost (ms),total_cost (ms),plan_rows,plan_width,actual_startup_time (ms),actual_total_time (ms),input_cardinality (rows),output_cardinality (rows),base_cardinality (rows),loop
63,"-- Query 2: Change the date range in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate >= DATE '1995-01-01' -- Changed start date
    AND o_orderdate < DATE '1996-01-01' -- Changed end date
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",7.2,6.1,Hash,True,40300.35,40300.35,19262,12,76.132,76.135,15126,15126,7651215,3
63,"-- Query 2: Change the date range in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate >= DATE '1995-01-01' -- Changed start date
    AND o_orderdate < DATE '1996-01-01' -- Changed end date
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",8.1,7.2,Hash Join,True,4539.11,40300.35,19262,12,23.458,73.629,86129,15126,7651215,3
63,"-- Query 2: Change the date range in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate >= DATE '1995-01-01' -- Changed start date
    AND o_orderdate < DATE '1996-01-01' -- Changed end date
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",9.1,8.1,Seq Scan,True,0.0,35511.0,95325,16,0.051,42.634,1500000,76212,7651215,3
63,"-- Query 2: Change the date range in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate >= DATE '1995-01-01' -- Changed start date
    AND o_orderdate < DATE '1996-01-01' -- Changed end date
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",9.2,8.1,Hash,True,4381.25,4381.25,12629,4,23.342,23.342,9917,9917,7651215,3
63,"-- Query 2: Change the date range in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate >= DATE '1995-01-01' -- Changed start date
    AND o_orderdate < DATE '1996-01-01' -- Changed end date
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",10.1,9.2,Seq Scan,True,0.0,4381.25,12629,4,14.572,21.843,150000,9917,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",1.1,-1,Aggregate,False,204230.29,245367.49,312583,44,405.252,418.698,11429,11415,7651215,1
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",2.1,1.1,Gather Merge,False,204230.29,238204.13,260486,44,405.235,413.259,3810,11429,7651215,1
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",3.1,2.1,Aggregate,False,203230.27,207137.56,130243,44,395.21,399.804,10070,3810,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",4.1,3.1,Sort,False,203230.27,203555.87,130243,24,395.18,395.499,10070,10070,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",5.1,4.1,Hash Join,True,40023.24,189491.57,130243,24,97.367,393.257,1139966,10070,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",6.1,5.1,Seq Scan,True,0.0,143858.44,1351255,16,0.03,226.108,6001215,1092338,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",6.2,5.1,Hash,True,39270.22,39270.22,60242,12,96.894,96.896,47628,47628,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",7.1,6.2,Hash Join,True,4539.11,39270.22,60242,12,22.752,88.397,249425,47628,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",8.1,7.1,Seq Scan,True,0.0,33948.5,298127,16,0.047,44.895,1500000,239508,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",8.2,7.1,Hash,True,4381.25,4381.25,12629,4,22.66,22.66,9917,9917,7651215,3
64,"-- Query 3: Remove the ORDER BY clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority",9.1,8.2,Seq Scan,True,0.0,4381.25,12629,4,14.102,21.194,150000,9917,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",1.1,-1,Sort,False,283514.75,284296.21,312583,44,417.516,419.348,11415,11415,7651215,1
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",2.1,1.1,Aggregate,False,204230.29,245367.49,312583,44,402.735,415.966,11429,11415,7651215,1
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",3.1,2.1,Gather Merge,False,204230.29,238204.13,260486,44,402.717,409.386,3810,11429,7651215,1
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",4.1,3.1,Aggregate,False,203230.27,207137.56,130243,44,392.58,397.004,10070,3810,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",5.1,4.1,Sort,False,203230.27,203555.87,130243,24,392.555,392.861,10070,10070,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",6.1,5.1,Hash Join,True,40023.24,189491.57,130243,24,98.092,390.665,1139966,10070,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",7.1,6.1,Seq Scan,True,0.0,143858.44,1351255,16,0.03,224.18,6001215,1092338,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",7.2,6.1,Hash,True,39270.22,39270.22,60242,12,97.55,97.552,47628,47628,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",8.1,7.2,Hash Join,True,4539.11,39270.22,60242,12,23.12,88.732,249425,47628,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",9.1,8.1,Seq Scan,True,0.0,33948.5,298127,16,0.037,44.904,1500000,239508,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",9.2,8.1,Hash,True,4381.25,4381.25,12629,4,23.022,23.022,9917,9917,7651215,3
65,"-- Query 4: Change the aggregation function to AVG
SELECT
    l_orderkey,
    AVG(l_extendedprice * (1 - l_discount)) AS avg_revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    avg_revenue DESC,
    o_orderdate",10.1,9.2,Seq Scan,True,0.0,4381.25,12629,4,14.342,21.525,150000,9917,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",1.1,-1,Sort,False,285471.25,286252.71,312583,55,433.285,435.334,11415,11415,7651215,1
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",2.1,1.1,Aggregate,False,205119.29,246256.49,312583,55,419.531,431.78,11428,11415,7651215,1
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",3.1,2.1,Gather Merge,False,205119.29,239093.13,260486,55,419.513,426.365,3809,11428,7651215,1
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",4.1,3.1,Aggregate,False,204119.27,208026.56,130243,55,409.207,413.751,10070,3809,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",5.1,4.1,Sort,False,204119.27,204444.87,130243,35,409.18,409.485,10070,10070,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",6.1,5.1,Hash Join,True,40023.24,189491.57,130243,35,104.212,406.941,1139966,10070,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",7.1,6.1,Seq Scan,True,0.0,143858.44,1351255,16,0.029,228.7,6001215,1092338,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",7.2,6.1,Hash,True,39270.22,39270.22,60242,23,103.694,103.696,47628,47628,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",8.1,7.2,Hash Join,True,4539.11,39270.22,60242,23,25.919,92.454,249425,47628,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",9.1,8.1,Seq Scan,True,0.0,33948.5,298127,16,0.054,44.91,1500000,239508,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",9.2,8.1,Hash,True,4381.25,4381.25,12629,15,25.789,25.789,9917,9917,7651215,3
66,"-- Query 5: Change the GROUP BY columns
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority,
    c_mktsegment
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority,
    c_mktsegment
ORDER BY
    revenue DESC,
    o_orderdate",10.1,9.2,Seq Scan,True,0.0,4381.25,12629,15,16.492,23.918,150000,9917,7651215,3
67,"-- Query 6: Add a new filter in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
    AND l_discount < 0.05 -- New filter condition
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",1.1,-1,Sort,False,233873.67,234231.03,142944,44,420.536,422.243,8108,8108,7651215,1
67,"-- Query 6: Add a new filter in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
    AND l_discount < 0.05 -- New filter condition
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",2.1,1.1,Aggregate,False,198422.52,217234.53,142944,44,411.857,420.031,8113,8108,7651215,1
67,"-- Query 6: Add a new filter in the WHERE clause
SELECT
    l_orderkey,
    SUM(l_extendedprice * (1 - l_discount)) AS revenue,
    o_orderdate,
    o_shippriority
FROM
    customer,
    orders,
    lineitem
WHERE
    c_mktsegment = 'AUTOMOBILE'
    AND c_custkey = o_custkey
    AND l_orderkey = o_orderkey
    AND o_orderdate < DATE '1995-03-01'
    AND l_shipdate > DATE '1995-03-01'
    AND l_discount < 0.05 -- New filter condition
GROUP BY
    l_orderkey,
    o_orderdate,
    o_shippriority
ORDER BY
    revenue DESC,
    o_orderdate",3.1,2.1,Gather Merge,False,198422.52,213958.73,119120,44,411.84,416.282,2704,8113,7651215,1
